end,length,minorLoss,name,roughness,start,status,tags,diameter,year
Junction-50624,"1.180000000000000","0.000000000000000",Pipe-38210,"1.000000000000000",Junction-35902,OPEN,steel,"37.200","2008"
Junction-14281,"0.220000000000000","0.000000000000000",Pipe-38345,"1.000000000000000",Junction-14284,OPEN,steel,"70.300","1991"
Junction-496,"56.600000000000001","0.000000000000000",Pipe-273,"1.000000000000000",Junction-501,OPEN,steel,"54.500","2006"
Junction-44556,"81.390000000000001","0.000000000000000",Pipe-535798,"1.000000000000000",Junction-470714,OPEN,steel,"54.500","2008"
Junction-50884,"29.750000000000000","0.000000000000000",Pipe-53937,"1.000000000000000",Junction-59089,OPEN,steel,"43.100","1993"
Junction-45252,"25.260000000000002","0.000000000000000",Pipe-54789,"1.000000000000000",Junction-2418,OPEN,steel,"54.500","1999"
Junction-334,"8.109999999999999","0.000000000000000",Pipe-22914,"1.000000000000000",Junction-36044,OPEN,steel,"54.500","2001"
Junction-14175,"6.360000000000000","0.000000000000000",Pipe-7676,"1.000000000000000",Junction-277,OPEN,steel,"107.100","2001"
Junction-477371,"28.379999999999999","0.000000000000000",Pipe-516725,"1.000000000000000",Junction-451246,OPEN,steel,"160.300","2024"
Junction-14439,"34.280000000000001","0.000000000000000",Pipe-46077,"1.000000000000000",Junction-559,OPEN,steel,"70.300","2006"
Junction-16184,"2.310000000000000","0.000000000000000",Pipe-31831,"1.000000000000000",Junction-2427,OPEN,steel,"263.000","1980"
Junction-26280,"39.899999999999999","0.000000000000000",Pipe-38438,"1.000000000000000",Junction-44276,OPEN,steel,"54.500","1990"
Junction-475653,"79.170000000000002","0.000000000000000",Pipe-548783,"1.000000000000000",Junction-474999,OPEN,steel,"132.500","2023"
Junction-876,"40.479999999999997","0.000000000000000",Pipe-412,"1.000000000000000",Junction-756,OPEN,steel,"37.200","1975"
Junction-26174,"5.150000000000000","0.000000000000000",Pipe-30612,"1.000000000000000",Junction-44205,OPEN,steel,"37.200","1991"
Junction-474895,"72.200000000000003","0.000000000000000",Pipe-547983,"1.000000000000000",Junction-475008,OPEN,steel,"82.500","2023"
Junction-454678,"10.369999999999999","0.000000000000000",Pipe-550533,"1.000000000000000",Junction-477354,OPEN,steel,"312.700","2024"
Junction-734,"8.539999999999999","0.000000000000000",Pipe-7951,"1.000000000000000",Junction-14605,OPEN,steel,"28.500","2003"
Junction-14523,"23.579999999999998","0.000000000000000",Pipe-46123,"1.000000000000000",Junction-55613,OPEN,steel,"37.200","2006"
Junction-56105,"18.260000000000002","0.000000000000000",Pipe-47132,"1.000000000000000",Junction-27705,OPEN,steel,"37.200","1999"
Junction-455352,"14.990000000000000","0.000000000000000",Pipe-520039,"1.000000000000000",Junction-455351,OPEN,steel,"107.100","2008"
Junction-456144,"53.149999999999999","0.000000000000000",Pipe-520255,"1.000000000000000",Junction-455533,OPEN,steel,"210.100","1999"
Junction-36220,"51.850000000000001","0.000000000000000",Pipe-15490,"1.000000000000000",Junction-636,OPEN,steel,"54.500","2003"
Junction-15237,"8.300000000000002","0.000000000000000",Pipe-8336,"1.000000000000000",Junction-15236,OPEN,steel,"107.100","1999"
Junction-55635,"3.660000000000000","0.000000000000000",Pipe-46164,"1.000000000000000",Junction-26431,OPEN,steel,"28.500","2006"
Junction-59213,"12.400000000000000","0.000000000000000",Pipe-54418,"1.000000000000000",Junction-44941,OPEN,steel,"28.500","2000"
Junction-474696,"14.119999999999999","0.000000000000000",Pipe-546903,"1.000000000000000",Junction-474698,OPEN,steel,"132.500","2008"
Junction-15394,"2.630000000000000","0.000000000000000",Pipe-46642,"1.000000000000000",Junction-55869,OPEN,steel,"28.500","1982"
Junction-454,"57.909999999999997","0.000000000000000",Pipe-46009,"1.000000000000000",Junction-466,OPEN,steel,"70.300","2025"
Junction-28538,"21.100000000000001","0.000000000000000",Pipe-55388,"1.000000000000000",Junction-37927,OPEN,steel,"21.700","2004"
Junction-2108,"10.100000000000000","0.000000000000000",Pipe-54612,"1.000000000000000",Junction-59259,OPEN,steel,"28.500","1975"
Junction-1557,"70.819999999999993","0.000000000000000",Pipe-837,"1.000000000000000",Junction-27067,OPEN,steel,"54.500","1980"
Junction-14325,"43.640000000000001","0.000000000000000",Pipe-15359,"1.000000000000000",Junction-14322,OPEN,steel,"54.500","2004"
Junction-1823,"31.780000000000001","0.000000000000000",Pipe-981,"1.000000000000000",Junction-1824,OPEN,steel,"28.500","1980"
Junction-52329,"28.350000000000001","0.000000000000000",Pipe-40914,"1.000000000000000",Junction-46334,OPEN,steel,"37.200","2000"
Junction-37635,"31.670000000000002","0.000000000000000",Pipe-24412,"1.000000000000000",Junction-28120,OPEN,steel,"54.500","2006"
Junction-55477,"1.250000000000000","0.000000000000000",Pipe-45810,"1.000000000000000",Junction-44059,OPEN,steel,"43.100","2008"
Junction-36102,"0.150000000000000","0.000000000000000",Pipe-30655,"1.000000000000000",Junction-465,OPEN,steel,"70.300","2025"
Junction-476731,"97.010000000000005","0.000000000000000",Pipe-543935,"1.000000000000000",Junction-455254,OPEN,steel,"54.500","2022"
Junction-51686,"82.409999999999997","0.000000000000000",Pipe-55111,"1.000000000000000",Junction-51690,OPEN,steel,"70.300","2006"
Junction-475551,"9.810000000000000","0.000000000000000",Pipe-548111,"1.000000000000000",Junction-475550,OPEN,steel,"43.100","2023"
Junction-476129,"31.649999999999999","0.000000000000000",Pipe-548787,"1.000000000000000",Junction-475653,OPEN,steel,"70.300","2023"
Junction-2764,"35.369999999999997","0.000000000000000",Pipe-31826,"1.000000000000000",Junction-16181,OPEN,steel,"54.500","1999"
Junction-27247,"17.640000000000001","0.000000000000000",Pipe-16146,"1.000000000000000",Junction-27246,OPEN,steel,"28.500","2000"
Junction-59000,"0.210000000000000","0.000000000000000",Pipe-53625,"1.000000000000000",Junction-36102,OPEN,steel,"29.000","1991"
Junction-51229,"0.580000000000000","0.000000000000000",Pipe-39227,"1.000000000000000",Junction-51228,OPEN,steel,"70.300","2000"
Junction-36240,"59.430000000000000","0.000000000000000",Pipe-30743,"1.000000000000000",Junction-615,OPEN,steel,"82.500","1984"
Junction-36032,"50.609999999999999","0.000000000000000",Pipe-15286,"1.000000000000000",Junction-50672,OPEN,steel,"54.500","2001"
Junction-14175,"113.459999999999994","0.000000000000000",Pipe-7675,"1.000000000000000",Junction-14174,OPEN,steel,"70.300","2001"
Junction-55812,"16.710000000000001","0.000000000000000",Pipe-54161,"1.000000000000000",Junction-51077,OPEN,steel,"28.500","1999"
Junction-51153,"13.670000000000000","0.000000000000000",Pipe-39100,"1.000000000000000",Junction-27072,OPEN,steel,"28.500","1980"
Junction-476,"10.699999999999999","0.000000000000000",Pipe-260,"1.000000000000000",Junction-475,OPEN,steel,"37.200","1994"
Junction-44960,"30.930000000000000","0.000000000000000",Pipe-31474,"1.000000000000000",Junction-27258,OPEN,steel,"28.500","1980"
Junction-14696,"65.299999999999997","0.000000000000000",Pipe-38622,"1.000000000000000",Junction-26436,OPEN,steel,"70.300","2006"
Junction-433,"64.950000000000003","0.000000000000000",Pipe-238,"1.000000000000000",Junction-442,OPEN,steel,"43.100","2008"
Junction-26358,"54.759999999999998","0.000000000000000",Pipe-53703,"1.000000000000000",Junction-36204,OPEN,steel,"43.100","1979"
Junction-26361,"31.820000000000000","0.000000000000000",Pipe-7887,"1.000000000000000",Junction-602,OPEN,steel,"54.500","2005"
Junction-14804,"36.270000000000003","0.000000000000000",Pipe-46291,"1.000000000000000",Junction-960,OPEN,steel,"37.200","2006"
Junction-50742,"96.239999999999995","0.000000000000000",Pipe-46046,"1.000000000000000",Junction-36137,OPEN,steel,"312.700","2004"
Junction-471855,"97.099999999999994","0.000000000000000",Pipe-22952,"1.000000000000000",Junction-26197,OPEN,steel,"54.500","2008"
Junction-44163,"13.140000000000001","0.000000000000000",Pipe-30558,"1.000000000000000",Junction-14207,OPEN,steel,"28.500","2005"
Junction-14406,"20.520000000000000","0.000000000000000",Pipe-7825,"1.000000000000000",Junction-14405,OPEN,steel,"28.500","1990"
Junction-473931,"17.910000000000000","0.000000000000000",Pipe-545777,"1.000000000000000",Junction-461300,OPEN,steel,"43.100","1975"
Junction-477455,"61.020000000000003","0.000000000000000",Pipe-550644,"1.000000000000000",Junction-477454,OPEN,steel,"82.500","2006"
Junction-36545,"10.199999999999999","0.000000000000000",Pipe-23394,"1.000000000000000",Junction-1150,OPEN,steel,"28.500","2000"
Junction-36811,"11.869999999999999","0.000000000000000",Pipe-23643,"1.000000000000000",Junction-36810,OPEN,steel,"29.000","1980"
Junction-14359,"41.390000000000001","0.000000000000000",Pipe-7798,"1.000000000000000",Junction-14358,OPEN,steel,"37.200","1990"
Junction-469992,"76.890000000000001","0.000000000000000",Pipe-539939,"1.000000000000000",Junction-469993,OPEN,steel,"107.100","2020"
Junction-469965,"57.030000000000001","0.000000000000000",Pipe-542506,"1.000000000000000",Junction-469964,OPEN,steel,"107.100","2021"
Junction-36807,"18.820000000000000","0.000000000000000",Pipe-31292,"1.000000000000000",Junction-44808,OPEN,steel,"28.500","1975"
Junction-26270,"41.799999999999997","0.000000000000000",Pipe-7819,"1.000000000000000",Junction-36132,OPEN,steel,"70.300","2002"
Junction-26769,"0.300000000000000","0.000000000000000",Pipe-15785,"1.000000000000000",Junction-26768,OPEN,steel,"107.100","1980"
Junction-472648,"74.349999999999994","0.000000000000000",Pipe-534091,"1.000000000000000",Junction-466007,OPEN,steel,"107.100","2008"
Junction-554,"34.549999999999997","0.000000000000000",Pipe-53675,"1.000000000000000",Junction-36165,OPEN,steel,"37.200","2006"
Junction-56022,"10.100000000000000","0.000000000000000",Pipe-46936,"1.000000000000000",Junction-2093,OPEN,steel,"21.700","2002"
Junction-2117,"0.300000000000000","0.000000000000000",Pipe-1138,"1.000000000000000",Junction-2116,OPEN,steel,"21.700","1975"
Junction-14373,"45.079999999999998","0.000000000000000",Pipe-22982,"1.000000000000000",Junction-26229,OPEN,steel,"70.300","1990"
Junction-55536,"51.950000000000003","0.000000000000000",Pipe-45928,"1.000000000000000",Junction-278,OPEN,steel,"43.100","2005"
Junction-27258,"47.649999999999999","0.000000000000000",Pipe-23795,"1.000000000000000",Junction-36978,OPEN,steel,"54.500","1980"
Junction-15398,"7.100000000000000","0.000000000000000",Pipe-833,"1.000000000000000",Junction-1548,OPEN,steel,"37.200","1982"
Junction-455961,"4.000000000000000","0.000000000000000",Pipe-519768,"1.000000000000000",Junction-455111,OPEN,steel,"210.100","1999"
Junction-469,"42.289999999999999","0.000000000000000",Pipe-7796,"1.000000000000000",Junction-26223,OPEN,steel,"43.100","1990"
Junction-36026,"6.630000000000000","0.000000000000000",Pipe-7687,"1.000000000000000",Junction-14188,OPEN,steel,"28.500","2002"
Junction-14385,"46.460000000000001","0.000000000000000",Pipe-7814,"1.000000000000000",Junction-468801,OPEN,steel,"160.300","2006"
Junction-723,"14.449999999999999","0.000000000000000",Pipe-396,"1.000000000000000",Junction-726,OPEN,steel,"43.100","2005"
Junction-36053,"8.600000000000000","0.000000000000000",Pipe-15314,"1.000000000000000",Junction-26145,OPEN,steel,"54.500","1998"
Junction-519,"15.980000000000000","0.000000000000000",Pipe-38432,"1.000000000000000",Junction-527,OPEN,steel,"37.200","1990"
Junction-45423,"8.170000000000000","0.000000000000000",Pipe-47317,"1.000000000000000",Junction-56192,OPEN,steel,"28.500","2001"
Junction-472778,"73.819999999999993","0.000000000000000",Pipe-543991,"1.000000000000000",Junction-472780,OPEN,steel,"132.500","2020"
Junction-475414,"62.649999999999999","0.000000000000000",Pipe-548317,"1.000000000000000",Junction-475794,OPEN,steel,"70.300","2023"
Junction-5136,"8.000000000000000","0.000000000000000",Pipe-2765,"1.000000000000000",Junction-5135,OPEN,steel,"21.700","2008"
Junction-475529,"93.980000000000004","0.000000000000000",Pipe-547220,"1.000000000000000",Junction-84,OPEN,steel,"107.100","2020"
Junction-455319,"1.580000000000000","0.000000000000000",Pipe-520004,"1.000000000000000",Junction-472567,OPEN,steel,"54.500","2019"
Junction-456557,"5.760000000000000","0.000000000000000",Pipe-30509,"1.000000000000000",Junction-26050,OPEN,steel,"70.300","2001"
Junction-472293,"4.390000000000000","0.000000000000000",Pipe-543249,"1.000000000000000",Junction-454238,OPEN,steel,"54.500","2021"
Junction-14279,"39.399999999999999","0.000000000000000",Pipe-7745,"1.000000000000000",Junction-26172,OPEN,steel,"43.100","1998"
Junction-26221,"24.230000000000000","0.000000000000000",Pipe-38385,"1.000000000000000",Junction-469,OPEN,steel,"43.100","2001"
Junction-428,"0.300000000000000","0.000000000000000",Pipe-233,"1.000000000000000",Junction-427,OPEN,steel,"21.700","1991"
Junction-1343,"12.440000000000000","0.000000000000000",Pipe-23534,"1.000000000000000",Junction-1342,OPEN,steel,"28.500","1999"
Junction-15639,"1.610000000000000","0.000000000000000",Pipe-538141,"1.000000000000000",Junction-468783,OPEN,steel,"132.500","1999"
Junction-26350,"8.150000000000000","0.000000000000000",Pipe-15465,"1.000000000000000",Junction-26349,OPEN,steel,"43.100","1984"
Junction-2115,"2.670000000000000","0.000000000000000",Pipe-521087,"1.000000000000000",Junction-37119,OPEN,steel,"43.100","1975"
Junction-855,"16.059999999999999","0.000000000000000",Pipe-38621,"1.000000000000000",Junction-717,OPEN,steel,"54.500","2006"
Junction-2121,"55.039999999999999","0.000000000000000",Pipe-46949,"1.000000000000000",Junction-45094,OPEN,steel,"82.500","1975"
Junction-36165,"22.859999999999999","0.000000000000000",Pipe-30706,"1.000000000000000",Junction-26311,OPEN,steel,"43.100","2006"
Junction-44262,"16.789999999999999","0.000000000000000",Pipe-30675,"1.000000000000000",Junction-55582,OPEN,steel,"43.100","2004"
Junction-336,"7.550000000000000","0.000000000000000",Pipe-53573,"1.000000000000000",Junction-335,OPEN,steel,"54.500","2001"
Junction-50840,"23.090000000000000","0.000000000000000",Pipe-38581,"1.000000000000000",Junction-26484,OPEN,steel,"54.500","1975"
Junction-590493,"10.310000000000000","0.000000000000000",Pipe-652657,"1.000000000000000",Junction-590497,OPEN,steel,"107.100","1999"
Junction-61176,"2.050000000000000","0.000000000000000",Pipe-543118,"1.000000000000000",Junction-472200,OPEN,steel,"107.100","2021"
Junction-2088,"60.289999999999999","0.000000000000000",Pipe-46940,"1.000000000000000",Junction-51346,OPEN,steel,"54.500","1999"
Junction-36086,"44.100000000000001","0.000000000000000",Pipe-22958,"1.000000000000000",Junction-36085,OPEN,steel,"263.000","2006"
Junction-467123,"21.430000000000000","0.000000000000000",Pipe-537657,"1.000000000000000",Junction-455850,OPEN,steel,"43.100","2008"
Junction-15405,"4.770000000000000","0.000000000000000",Pipe-23636,"1.000000000000000",Junction-36804,OPEN,steel,"43.100","1982"
Junction-863,"5.030000000000000","0.000000000000000",Pipe-53850,"1.000000000000000",Junction-36348,OPEN,steel,"43.100","2006"
Junction-455855,"42.810000000000002","0.000000000000000",Pipe-520082,"1.000000000000000",Junction-465536,OPEN,steel,"54.500","2017"
Junction-18021,"52.909999999999997","0.000000000000000",Pipe-2494,"1.000000000000000",Junction-4628,OPEN,steel,"43.100","2000"
Junction-2775,"47.070000000000000","0.000000000000000",Pipe-16666,"1.000000000000000",Junction-16450,OPEN,steel,"495.400","2004"
Junction-58995,"16.820000000000000","0.000000000000000",Pipe-30648,"1.000000000000000",Junction-44236,OPEN,steel,"70.300","2004"
Junction-419,"21.420000000000002","0.000000000000000",Pipe-230,"1.000000000000000",Junction-423,OPEN,steel,"43.100","1991"
Junction-455502,"53.619999999999997","0.000000000000000",Pipe-24409,"1.000000000000000",Junction-51686,OPEN,steel,"54.500","2006"
Junction-455155,"1.490000000000000","0.000000000000000",Pipe-519812,"1.000000000000000",Junction-455154,OPEN,steel,"210.100","2008"
Junction-36299,"39.399999999999999","0.000000000000000",Pipe-23164,"1.000000000000000",Junction-36297,OPEN,steel,"54.500","1975"
Junction-14381,"12.109999999999999","0.000000000000000",Pipe-547916,"1.000000000000000",Junction-475480,OPEN,steel,"107.100","2008"
Junction-27472,"11.170000000000000","0.000000000000000",Pipe-31619,"1.000000000000000",Junction-37112,OPEN,steel,"28.500","2001"
Junction-753,"20.609999999999999","0.000000000000000",Pipe-30810,"1.000000000000000",Junction-759,OPEN,steel,"54.500","1975"
Junction-26051,"9.289999999999999","0.000000000000000",Pipe-15243,"1.000000000000000",Junction-26050,OPEN,steel,"43.100","2001"
Junction-477455,"61.020000000000003","0.000000000000000",Pipe-550674,"1.000000000000000",Junction-477474,OPEN,steel,"82.500","2006"
Junction-27046,"79.810000000000002","0.000000000000000",Pipe-520507,"1.000000000000000",Junction-455360,OPEN,steel,"54.500","2008"
Junction-50779,"52.520000000000003","0.000000000000000",Pipe-7914,"1.000000000000000",Junction-646,OPEN,steel,"107.100","2003"
Junction-590497,"90.040000000000006","0.000000000000000",Pipe-652659,"1.000000000000000",Junction-2415,OPEN,steel,"107.100","1999"
Junction-27078,"47.020000000000003","0.000000000000000",Pipe-23642,"1.000000000000000",Junction-27071,OPEN,steel,"37.200","1980"
Junction-55613,"10.660000000000000","0.000000000000000",Pipe-53715,"1.000000000000000",Junction-59031,OPEN,steel,"28.500","2006"
Junction-475945,"79.810000000000002","0.000000000000000",Pipe-548534,"1.000000000000000",Junction-475336,OPEN,steel,"82.500","2023"
Junction-44696,"8.150000000000000","0.000000000000000",Pipe-31166,"1.000000000000000",Junction-44695,OPEN,steel,"28.500","1999"
Junction,"18.250000000000000","0.000000000000000",Pipe-31179,"1.000000000000000",Junction-15255,OPEN,steel,"28.500","1980"
Junction-14177,"1.740000000000000","0.000000000000000",Pipe-521473,"1.000000000000000",Junction-456558,OPEN,steel,"70.300","2001"
Junction-29453,"9.150000000000000","0.000000000000000",Pipe-25522,"1.000000000000000",Junction-38829,OPEN,steel,"70.300","2008"
Junction-44211,"28.590000000000000","0.000000000000000",Pipe-38359,"1.000000000000000",Junction-26178,OPEN,steel,"54.500","1991"
Junction-14720,"37.560000000000002","0.000000000000000",Pipe-8019,"1.000000000000000",Junction-44424,OPEN,steel,"37.200","1980"
Junction-2435,"10.869999999999999","0.000000000000000",Pipe-1309,"1.000000000000000",Junction-16192,OPEN,steel,"28.500","1975"
Junction-26467,"10.609999999999999","0.000000000000000",Pipe-15550,"1.000000000000000",Junction-749,OPEN,steel,"43.100","1975"
Junction-475423,"38.329999999999998","0.000000000000000",Pipe-547990,"1.000000000000000",Junction-456846,OPEN,steel,"70.300","2023"
Junction-476161,"0.880000000000000","0.000000000000000",Pipe-548831,"1.000000000000000",Junction-476160,OPEN,steel,"160.300","2021"
Junction-1817,"1.270000000000000","0.000000000000000",Pipe-977,"1.000000000000000",Junction-1816,OPEN,steel,"28.500","1995"
Junction-473336,"80.450000000000003","0.000000000000000",Pipe-544901,"1.000000000000000",Junction-473338,OPEN,steel,"210.100","2022"
Junction-37110,"19.590000000000000","0.000000000000000",Pipe-23919,"1.000000000000000",Junction-2076,OPEN,steel,"28.500","2001"
Junction-469171,"136.560000000000002","0.000000000000000",Pipe-538678,"1.000000000000000",Junction-50690,OPEN,steel,"132.500","2015"
Junction-468,"2.250000000000000","0.000000000000000",Pipe-7790,"1.000000000000000",Junction-14339,OPEN,steel,"36.000","1991"
Junction-3031,"87.859999999999999","0.000000000000000",Pipe-16807,"1.000000000000000",Junction-28120,OPEN,steel,"107.100","2006"
Junction-36082,"75.799999999999997","0.000000000000000",Pipe-7740,"1.000000000000000",Junction-14271,OPEN,steel,"107.100","2006"
Junction-1320,"2.260000000000000","0.000000000000000",Pipe-551120,"1.000000000000000",Junction-455151,OPEN,steel,"70.300","2008"
Junction-26239,"93.200000000000003","0.000000000000000",Pipe-546848,"1.000000000000000",Junction-466007,OPEN,steel,"107.100","2008"
Junction-1803,"7.900000000000000","0.000000000000000",Pipe-970,"1.000000000000000",Junction-1802,OPEN,steel,"28.500","2001"
Junction-62423,"80.420000000000002","0.000000000000000",Pipe-62089,"1.000000000000000",Junction-473338,OPEN,steel,"210.100","2022"
Junction-455122,"157.509999999999991","0.000000000000000",Pipe-529732,"1.000000000000000",Junction-462915,OPEN,steel,"43.100","2003"
Junction-59018,"48.590000000000003","0.000000000000000",Pipe-15489,"1.000000000000000",Junction-26383,OPEN,steel,"37.200","2003"
Junction-470083,"30.920000000000002","0.000000000000000",Pipe-540065,"1.000000000000000",Junction-470082,OPEN,steel,"160.300","2020"
Junction-14350,"0.150000000000000","0.000000000000000",Pipe-7793,"1.000000000000000",Junction-14349,OPEN,steel,"70.300","1990"
Junction-378,"65.650000000000006","0.000000000000000",Pipe-522635,"1.000000000000000",Junction-471855,OPEN,steel,"43.100","2008"
Junction-36431,"31.609999999999999","0.000000000000000",Pipe-545208,"1.000000000000000",Junction-473519,OPEN,steel,"107.100","2021"
Junction-26255,"10.380000000000001","0.000000000000000",Pipe-53648,"1.000000000000000",Junction-26256,OPEN,steel,"54.500","2005"
Junction-51000,"0.380000000000000","0.000000000000000",Pipe-46414,"1.000000000000000",Junction-44568,OPEN,steel,"393.900","2003"
Junction-455985,"54.140000000000001","0.000000000000000",Pipe-538126,"1.000000000000000",Junction-455571,OPEN,steel,"82.500","2017"
Junction-475003,"0.620000000000000","0.000000000000000",Pipe-547316,"1.000000000000000",Junction-475004,OPEN,steel,"132.500","2023"
Junction-455291,"3.370000000000000","0.000000000000000",Pipe-522258,"1.000000000000000",Junction-44684,OPEN,steel,"28.500","2008"
Junction-743,"11.029999999999999","0.000000000000000",Pipe-23157,"1.000000000000000",Junction-36292,OPEN,steel,"37.200","1982"
Junction-45084,"8.000000000000000","0.000000000000000",Pipe-31623,"1.000000000000000",Junction-45083,OPEN,steel,"28.500","2002"
Junction-55612,"22.969999999999999","0.000000000000000",Pipe-53714,"1.000000000000000",Junction-26374,OPEN,steel,"43.100","2006"
Junction-397,"54.350000000000001","0.000000000000000",Pipe-30604,"1.000000000000000",Junction-44200,OPEN,steel,"107.100","2006"
Junction-476508,"2.400000000000000","0.000000000000000",Pipe-550534,"1.000000000000000",Junction-477354,OPEN,steel,"132.500","2024"
Junction-29119,"49.390000000000001","0.000000000000000",Pipe-25116,"1.000000000000000",Junction-4406,OPEN,steel,"54.500","2000"
Junction-26284,"0.240000000000000","0.000000000000000",Pipe-46060,"1.000000000000000",Junction-26283,OPEN,steel,"82.500","1984"
Junction-1164,"12.840000000000000","0.000000000000000",Pipe-628,"1.000000000000000",Junction-36552,OPEN,steel,"28.500","1999"
Junction-409,"37.340000000000003","0.000000000000000",Pipe-38350,"1.000000000000000",Junction-50696,OPEN,steel,"43.100","1991"
Junction-26271,"89.040000000000006","0.000000000000000",Pipe-23006,"1.000000000000000",Junction-36136,OPEN,steel,"54.500","2005"
Junction-51237,"66.989999999999995","0.000000000000000",Pipe-54282,"1.000000000000000",Junction-36803,OPEN,steel,"43.100","1982"
Junction-14322,"17.969999999999999","0.000000000000000",Pipe-7775,"1.000000000000000",Junction-36088,OPEN,steel,"70.300","2004"
Junction-455320,"22.750000000000000","0.000000000000000",Pipe-543682,"1.000000000000000",Junction-472568,OPEN,steel,"54.500","2008"
Junction-2763,"27.920000000000002","0.000000000000000",Pipe-1486,"1.000000000000000",Junction-2764,OPEN,steel,"54.500","1999"
Junction-55817,"80.959999999999994","0.000000000000000",Pipe-23638,"1.000000000000000",Junction-15409,OPEN,steel,"37.200","1980"
Junction-474692,"5.260000000000000","0.000000000000000",Pipe-546896,"1.000000000000000",Junction-474690,OPEN,steel,"160.300","2007"
Junction-14205,"8.090000000000000","0.000000000000000",Pipe-7696,"1.000000000000000",Junction-14204,OPEN,steel,"21.700","2008"
Junction-455818,"4.600000000000000","0.000000000000000",Pipe-537921,"1.000000000000000",Junction-14823,OPEN,steel,"43.100","2008"
Junction-36549,"9.180000000000000","0.000000000000000",Pipe-15774,"1.000000000000000",Junction-26753,OPEN,steel,"28.500","1999"
Junction-14613,"4.510000000000000","0.000000000000000",Pipe-46177,"1.000000000000000",Junction-50832,OPEN,steel,"37.200","1982"
Junction-50880,"4.890000000000000","0.000000000000000",Pipe-38643,"1.000000000000000",Junction-876,OPEN,steel,"37.200","1975"
Junction-27704,"8.199999999999999","0.000000000000000",Pipe-16487,"1.000000000000000",Junction-27703,OPEN,steel,"28.500","2001"
Junction-26212,"20.239999999999998","0.000000000000000",Pipe-22964,"1.000000000000000",Junction-36090,OPEN,steel,"43.100","2004"
Junction-14220,"85.890000000000001","0.000000000000000",Pipe-30571,"1.000000000000000",Junction-325,OPEN,steel,"82.500","2007"
Junction-474277,"182.969999999999999","0.000000000000000",Pipe-546227,"1.000000000000000",Junction-474276,OPEN,steel,"82.500","2023"
Junction-475117,"27.680000000000000","0.000000000000000",Pipe-547694,"1.000000000000000",Junction-475147,OPEN,steel,"43.100","2023"
Junction-598,"1.110000000000000","0.000000000000000",Pipe-15469,"1.000000000000000",Junction-26352,OPEN,steel,"70.300","1984"
Junction-26304,"27.870000000000001","0.000000000000000",Pipe-30699,"1.000000000000000",Junction-44283,OPEN,steel,"54.500","2006"
Junction-591521,"9.840000000000000","0.000000000000000",Pipe-653678,"1.000000000000000",Junction-591519,OPEN,steel,"82.500","2024"
Junction-59029,"16.629999999999999","0.000000000000000",Pipe-53710,"1.000000000000000",Junction-36209,OPEN,steel,"54.500","2004"
Junction-456225,"9.650000000000000","0.000000000000000",Pipe-15618,"1.000000000000000",Junction-14714,OPEN,steel,"70.300","2019"
Junction-417,"171.319999999999993","0.000000000000000",Pipe-22947,"1.000000000000000",Junction-36111,OPEN,steel,"82.500","1991"
Junction-470583,"1.530000000000000","0.000000000000000",Pipe-8322,"1.000000000000000",Junction-15209,OPEN,steel,"21.700","2018"
Junction-455606,"72.599999999999994","0.000000000000000",Pipe-53584,"1.000000000000000",Junction-58982,OPEN,steel,"70.300","2006"
Junction-55752,"12.010000000000000","0.000000000000000",Pipe-540725,"1.000000000000000",Junction-455563,OPEN,steel,"28.500","2020"
Junction-15661,"11.859999999999999","0.000000000000000",Pipe-8598,"1.000000000000000",Junction-15660,OPEN,steel,"37.200","1975"
Junction-519836,"255.449999999999989","0.000000000000000",Pipe-583657,"1.000000000000000",Junction-591468,OPEN,steel,"54.500","2025"
Junction-457436,"10.080000000000000","0.000000000000000",Pipe-546910,"1.000000000000000",Junction-474699,OPEN,steel,"132.500","2008"
Junction-55935,"9.869999999999999","0.000000000000000",Pipe-46787,"1.000000000000000",Junction-55937,OPEN,steel,"28.500","2002"
Junction-14634,"0.270000000000000","0.000000000000000",Pipe-30818,"1.000000000000000",Junction-36313,OPEN,steel,"160.300","1982"
Junction-14207,"18.539999999999999","0.000000000000000",Pipe-7697,"1.000000000000000",Junction-50673,OPEN,steel,"37.200","2005"
Junction-468775,"49.960000000000001","0.000000000000000",Pipe-537108,"1.000000000000000",Junction-974,OPEN,steel,"54.500","2008"
Junction-460,"10.699999999999999","0.000000000000000",Pipe-251,"1.000000000000000",Junction-459,OPEN,steel,"28.500","1999"
Junction-45094,"0.950000000000000","0.000000000000000",Pipe-46950,"1.000000000000000",Junction-15886,OPEN,steel,"82.500","1975"
Junction-468460,"81.400000000000006","0.000000000000000",Pipe-537821,"1.000000000000000",Junction-465878,OPEN,steel,"54.500","2008"
Junction-455566,"54.460000000000001","0.000000000000000",Pipe-30603,"1.000000000000000",Junction-391,OPEN,steel,"54.500","2006"
Junction-36686,"10.000000000000000","0.000000000000000",Pipe-46534,"1.000000000000000",Junction-55814,OPEN,steel,"28.500","1999"
Junction-467227,"4.300000000000000","0.000000000000000",Pipe-551111,"1.000000000000000",Junction-467407,OPEN,steel,"37.200","2017"
Junction-2767,"82.719999999999999","0.000000000000000",Pipe-54971,"1.000000000000000",Junction-45422,OPEN,steel,"54.500","1999"
Junction-455963,"1.370000000000000","0.000000000000000",Pipe-520749,"1.000000000000000",Junction-1140,OPEN,steel,"70.300","2017"
